"source_path","absolute_path","bytes","modified_time","md5"
"data/hja-env_data_clean.csv","/Users/nawis/GitHub/hja-synoptic/data/hja-env_data_clean.csv",389629,"2022-08-26 11:31:59 CDT","7ed972a3d05444e22891305bc666859a"
"data/hja-FTICRMS.xlsx","/Users/nawis/GitHub/hja-synoptic/data/hja-FTICRMS.xlsx",10460285,"2022-08-26 11:31:59 CDT","1f3237694f6db723c9decc1695a6c667"
"data/derived/hja_2016_sample_manifest.csv","/Users/nawis/GitHub/hja-synoptic/data/derived/hja_2016_sample_manifest.csv",51023,"2026-07-29 15:37:15 CDT","0139e3b89551111a2aa6ba51a2146e03"
"data/hja-synoptic_env-data-soils.csv","/Users/nawis/GitHub/hja-synoptic/data/hja-synoptic_env-data-soils.csv",1094,"2022-08-26 11:31:59 CDT","e88dd36824a9de2df5835206c17212f2"
