"sample_id","run_id","sample_year","plate","lane_sample","site_code_raw","site_code","sample_type_original","sample_type","forward_filename","reverse_filename","forward_path","reverse_path","include","is_control","control_type","metadata_source","metadata_row","mapping_status","normalization_note","biosample_accession","sra_run_accession","forward_file","reverse_file","input","filtered","denoised_forward","denoised_reverse","merged","nonchim"
"hja2016_057","HJA2016_Plate2",2016,"Plate2","S33","71","71","Hyporheic","hyporheic water","GSF2238-Lennon-Plate2-hja2016_057_S33_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate2-hja2016_057_S33_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_057_S33_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_057_S33_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",81,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_057_S33_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_057_S33_L001_R2_001.fastq.gz",21570,14630,14430,14300,13817,13771
"hja2016_059","HJA2016_Plate2",2016,"Plate2","S34","KC-2","KC-2","Stream","planktonic streamwater","GSF2238-Lennon-Plate2-hja2016_059_S34_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate2-hja2016_059_S34_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_059_S34_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_059_S34_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",48,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_059_S34_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_059_S34_L001_R2_001.fastq.gz",25733,20846,20486,20505,19659,19642
"hja2016_062","HJA2016_Plate2",2016,"Plate2","S35","WS3-3","WS3-3","Hyporheic","hyporheic water","GSF2238-Lennon-Plate2-hja2016_062_S35_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate2-hja2016_062_S35_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_062_S35_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_062_S35_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",122,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_062_S35_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_062_S35_L001_R2_001.fastq.gz",108081,95085,94509,94254,91168,90648
"hja2016_064","HJA2016_Plate2",2016,"Plate2","S36","WS3-4","WS3-4","Stream","planktonic streamwater","GSF2238-Lennon-Plate2-hja2016_064_S36_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate2-hja2016_064_S36_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_064_S36_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_064_S36_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",61,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_064_S36_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_064_S36_L001_R2_001.fastq.gz",27571,23301,23112,22882,22271,22148
"hja2016_065","HJA2016_Plate1",2016,"Plate1","S46","68","68","Hyporheic","hyporheic water","GSF2238-Lennon-Plate1-hja2016_065_S46_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate1-hja2016_065_S46_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate1-hja2016_065_S46_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate1-hja2016_065_S46_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",80,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate1-hja2016_065_S46_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate1-hja2016_065_S46_L001_R2_001.fastq.gz",20600,18145,17621,16822,14558,14481
"hja2016_066","HJA2016_Plate1",2016,"Plate1","S47","49","49","Hyporheic","hyporheic water","GSF2238-Lennon-Plate1-hja2016_066_S47_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate1-hja2016_066_S47_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate1-hja2016_066_S47_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate1-hja2016_066_S47_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",67,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate1-hja2016_066_S47_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate1-hja2016_066_S47_L001_R2_001.fastq.gz",143251,124797,124297,121999,116728,116149
"hja2016_070","HJA2016_Plate1",2016,"Plate1","S48","56","56","Hyporheic","hyporheic water","GSF2238-Lennon-Plate1-hja2016_070_S48_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate1-hja2016_070_S48_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate1-hja2016_070_S48_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate1-hja2016_070_S48_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",72,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate1-hja2016_070_S48_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate1-hja2016_070_S48_L001_R2_001.fastq.gz",42319,34112,33825,32995,31569,31464
"hja2016_071","HJA2016_Plate1",2016,"Plate1","S49","164","164","Hyporheic","hyporheic water","GSF2238-Lennon-Plate1-hja2016_071_S49_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate1-hja2016_071_S49_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate1-hja2016_071_S49_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate1-hja2016_071_S49_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",95,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate1-hja2016_071_S49_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate1-hja2016_071_S49_L001_R2_001.fastq.gz",43219,36598,35073,33439,28421,28407
"hja2016_075","HJA2016_Plate1",2016,"Plate1","S50","260","260","Hyporheic","hyporheic water","GSF2238-Lennon-Plate1-hja2016_075_S50_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate1-hja2016_075_S50_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate1-hja2016_075_S50_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate1-hja2016_075_S50_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",103,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate1-hja2016_075_S50_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate1-hja2016_075_S50_L001_R2_001.fastq.gz",29475,24280,24052,23483,22180,22114
"hja2016_078","HJA2016_Plate1",2016,"Plate1","S51","CC-1","CC-1","Hyporheic","hyporheic water","GSF2238-Lennon-Plate1-hja2016_078_S51_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate1-hja2016_078_S51_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate1-hja2016_078_S51_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate1-hja2016_078_S51_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",105,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate1-hja2016_078_S51_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate1-hja2016_078_S51_L001_R2_001.fastq.gz",26259,22281,22004,21633,20346,20271
"hja2016_079","HJA2016_Plate1",2016,"Plate1","S52","64","64","Hyporheic","hyporheic water","GSF2238-Lennon-Plate1-hja2016_079_S52_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate1-hja2016_079_S52_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate1-hja2016_079_S52_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate1-hja2016_079_S52_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",76,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate1-hja2016_079_S52_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate1-hja2016_079_S52_L001_R2_001.fastq.gz",33493,28367,28028,27400,25308,25161
"hja2016_080","HJA2016_Plate1",2016,"Plate1","S53","360","360","Hyporheic","hyporheic water","GSF2238-Lennon-Plate1-hja2016_080_S53_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate1-hja2016_080_S53_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate1-hja2016_080_S53_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate1-hja2016_080_S53_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",104,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate1-hja2016_080_S53_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate1-hja2016_080_S53_L001_R2_001.fastq.gz",10227,8818,8717,8432,8075,8009
"hja2016_081","HJA2016_Plate1",2016,"Plate1","S54","160","160","Hyporheic","hyporheic water","GSF2238-Lennon-Plate1-hja2016_081_S54_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate1-hja2016_081_S54_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate1-hja2016_081_S54_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate1-hja2016_081_S54_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",91,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate1-hja2016_081_S54_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate1-hja2016_081_S54_L001_R2_001.fastq.gz",13365,10850,10666,10335,9375,9337
"hja2016_084","HJA2016_Plate1",2016,"Plate1","S55","177","177","Hyporheic","hyporheic water","GSF2238-Lennon-Plate1-hja2016_084_S55_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate1-hja2016_084_S55_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate1-hja2016_084_S55_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate1-hja2016_084_S55_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",99,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate1-hja2016_084_S55_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate1-hja2016_084_S55_L001_R2_001.fastq.gz",56050,47670,47436,46837,45103,44478
"hja2016_099","HJA2016_Plate2",2016,"Plate2","S1","162","162","Stream","planktonic streamwater","GSF2238-Lennon-Plate2-hja2016_099_S1_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate2-hja2016_099_S1_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_099_S1_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_099_S1_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",31,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_099_S1_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_099_S1_L001_R2_001.fastq.gz",90371,84374,80581,80706,71493,70870
"hja2016_100","HJA2016_Plate2",2016,"Plate2","S2","64","64","Stream","planktonic streamwater","GSF2238-Lennon-Plate2-hja2016_100_S2_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate2-hja2016_100_S2_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_100_S2_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_100_S2_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",14,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_100_S2_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_100_S2_L001_R2_001.fastq.gz",102792,95953,90905,91199,81718,80837
"hja2016_101","HJA2016_Plate2",2016,"Plate2","S3","58","58","Stream","planktonic streamwater","GSF2238-Lennon-Plate2-hja2016_101_S3_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate2-hja2016_101_S3_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_101_S3_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_101_S3_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",12,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_101_S3_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_101_S3_L001_R2_001.fastq.gz",89702,83295,79575,79757,70566,69823
"hja2016_102","HJA2016_Plate2",2016,"Plate2","S4","73","73","Hyporheic","hyporheic water","GSF2238-Lennon-Plate2-hja2016_102_S4_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate2-hja2016_102_S4_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_102_S4_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_102_S4_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",83,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_102_S4_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_102_S4_L001_R2_001.fastq.gz",62601,58305,53651,53941,45233,44648
"hja2016_103","HJA2016_Plate2",2016,"Plate2","S5","260","260","Stream","planktonic streamwater","GSF2238-Lennon-Plate2-hja2016_103_S5_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate2-hja2016_103_S5_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_103_S5_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_103_S5_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",41,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_103_S5_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_103_S5_L001_R2_001.fastq.gz",94718,87385,81320,81696,70047,69136
"hja2016_105","HJA2016_Plate2",2016,"Plate2","S6","178","178","Stream","planktonic streamwater","GSF2238-Lennon-Plate2-hja2016_105_S6_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate2-hja2016_105_S6_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_105_S6_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_105_S6_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",38,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_105_S6_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_105_S6_L001_R2_001.fastq.gz",92604,86276,81289,81682,70330,69430
"hja2016_106","HJA2016_Plate2",2016,"Plate2","S7","170","170","Stream","planktonic streamwater","GSF2238-Lennon-Plate2-hja2016_106_S7_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate2-hja2016_106_S7_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_106_S7_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_106_S7_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",36,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_106_S7_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_106_S7_L001_R2_001.fastq.gz",705421,656146,638560,638815,594809,579943
"hja2016_107","HJA2016_Plate2",2016,"Plate2","S8","57","57","Hyporheic","hyporheic water","GSF2238-Lennon-Plate2-hja2016_107_S8_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate2-hja2016_107_S8_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_107_S8_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_107_S8_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",73,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_107_S8_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_107_S8_L001_R2_001.fastq.gz",737197,685631,663860,664250,606015,594437
"hja2016_109","HJA2016_Plate2",2016,"Plate2","S9","169","169","Stream","planktonic streamwater","GSF2238-Lennon-Plate2-hja2016_109_S9_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate2-hja2016_109_S9_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_109_S9_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_109_S9_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",35,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_109_S9_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_109_S9_L001_R2_001.fastq.gz",70037,64099,62959,62716,58372,57915
"hja2016_110","HJA2016_Plate2",2016,"Plate2","S10","76","76","Hyporheic","hyporheic water","GSF2238-Lennon-Plate2-hja2016_110_S10_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate2-hja2016_110_S10_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_110_S10_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_110_S10_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",85,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_110_S10_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_110_S10_L001_R2_001.fastq.gz",132403,122857,121650,121422,115165,113718
"hja2016_111","HJA2016_Plate2",2016,"Plate2","S11","160","160","Stream","planktonic streamwater","GSF2238-Lennon-Plate2-hja2016_111_S11_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate2-hja2016_111_S11_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_111_S11_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_111_S11_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",29,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_111_S11_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_111_S11_L001_R2_001.fastq.gz",93919,87062,81797,82182,72086,71018
"hja2016_114","HJA2016_Plate2",2016,"Plate2","S60","WS1-5","WS1-5","Stream","planktonic streamwater","GSF2238-Lennon-Plate2-hja2016_114_S60_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate2-hja2016_114_S60_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_114_S60_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_114_S60_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",54,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_114_S60_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_114_S60_L001_R2_001.fastq.gz",148958,137899,130661,131017,114854,113466
"hja2016_116","HJA2016_Plate2",2016,"Plate2","S13","53","53","Stream","planktonic streamwater","GSF2238-Lennon-Plate2-hja2016_116_S13_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate2-hja2016_116_S13_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_116_S13_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_116_S13_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",7,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_116_S13_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_116_S13_L001_R2_001.fastq.gz",124929,116526,110123,110584,96267,95287
"hja2016_119","HJA2016_Plate2",2016,"Plate2","S14","56","56","Stream","planktonic streamwater","GSF2238-Lennon-Plate2-hja2016_119_S14_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate2-hja2016_119_S14_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_119_S14_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_119_S14_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",10,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_119_S14_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_119_S14_L001_R2_001.fastq.gz",716707,668437,644593,645487,584659,569978
"hja2016_121","HJA2016_Plate2",2016,"Plate2","S15","84","84","Hyporheic","hyporheic water","GSF2238-Lennon-Plate2-hja2016_121_S15_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate2-hja2016_121_S15_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_121_S15_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_121_S15_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",88,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_121_S15_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_121_S15_L001_R2_001.fastq.gz",619295,577682,565882,565023,530395,520108
"hja2016_122","HJA2016_Plate2",2016,"Plate2","S16","45","45","Sediment","stream sediment","GSF2238-Lennon-Plate2-hja2016_122_S16_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate2-hja2016_122_S16_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_122_S16_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_122_S16_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",127,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_122_S16_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_122_S16_L001_R2_001.fastq.gz",98656,92501,90172,90289,82247,81642
"hja2016_123","HJA2016_Plate2",2016,"Plate2","S17","54","54","Sediment","stream sediment","GSF2238-Lennon-Plate2-hja2016_123_S17_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate2-hja2016_123_S17_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_123_S17_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_123_S17_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",132,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_123_S17_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_123_S17_L001_R2_001.fastq.gz",1512,294,280,276,276,276
"hja2016_125","HJA2016_Plate2",2016,"Plate2","S18","56","56","Sediment","stream sediment","GSF2238-Lennon-Plate2-hja2016_125_S18_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate2-hja2016_125_S18_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_125_S18_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_125_S18_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",134,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_125_S18_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_125_S18_L001_R2_001.fastq.gz",92318,86485,83708,83766,74875,74159
