"sample_id","run_id","sample_year","plate","lane_sample","site_code_raw","site_code","sample_type_original","sample_type","forward_filename","reverse_filename","forward_path","reverse_path","include","is_control","control_type","metadata_source","metadata_row","mapping_status","normalization_note","biosample_accession","sra_run_accession","forward_file","reverse_file","input","filtered","denoised_forward","denoised_reverse","merged","nonchim"
"hja2016_015","HJA2016_Plate1",2016,"Plate1","S11","47","47","Hyporheic","hyporheic water","GSF2238-Lennon-Plate1-hja2016_015_S11_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate1-hja2016_015_S11_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate1-hja2016_015_S11_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate1-hja2016_015_S11_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",66,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate1-hja2016_015_S11_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate1-hja2016_015_S11_L001_R2_001.fastq.gz",15265,13228,13099,12866,12438,12268
"hja2016_016","HJA2016_Plate1",2016,"Plate1","S12","74","74","Hyporheic","hyporheic water","GSF2238-Lennon-Plate1-hja2016_016_S12_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate1-hja2016_016_S12_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate1-hja2016_016_S12_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate1-hja2016_016_S12_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",84,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate1-hja2016_016_S12_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate1-hja2016_016_S12_L001_R2_001.fastq.gz",17650,14155,14059,13883,13284,13284
"hja2016_018","HJA2016_Plate1",2016,"Plate1","S13","WS1-5","WS1-5","Hyporheic","hyporheic water","GSF2238-Lennon-Plate1-hja2016_018_S13_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate1-hja2016_018_S13_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate1-hja2016_018_S13_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate1-hja2016_018_S13_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",116,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate1-hja2016_018_S13_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate1-hja2016_018_S13_L001_R2_001.fastq.gz",53725,46581,45800,44590,41289,41082
"hja2016_019","HJA2016_Plate1",2016,"Plate1","S14","155","155","Hyporheic","hyporheic water","GSF2238-Lennon-Plate1-hja2016_019_S14_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate1-hja2016_019_S14_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate1-hja2016_019_S14_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate1-hja2016_019_S14_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",89,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate1-hja2016_019_S14_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate1-hja2016_019_S14_L001_R2_001.fastq.gz",26118,22269,21903,21340,19866,19861
"hja2016_020","HJA2016_Plate1",2016,"Plate1","S15","WS1-2","WS1-2","Hyporheic","hyporheic water","GSF2238-Lennon-Plate1-hja2016_020_S15_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate1-hja2016_020_S15_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate1-hja2016_020_S15_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate1-hja2016_020_S15_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",113,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate1-hja2016_020_S15_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate1-hja2016_020_S15_L001_R2_001.fastq.gz",122347,107197,106560,105254,100643,100353
"hja2016_021","HJA2016_Plate1",2016,"Plate1","S16","156","156","Hyporheic","hyporheic water","GSF2238-Lennon-Plate1-hja2016_021_S16_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate1-hja2016_021_S16_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate1-hja2016_021_S16_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate1-hja2016_021_S16_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",90,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate1-hja2016_021_S16_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate1-hja2016_021_S16_L001_R2_001.fastq.gz",41876,37187,37085,36331,35465,35465
"hja2016_027","HJA2016_Plate1",2016,"Plate1","S17","WS3-6","WS3-6","Stream","planktonic streamwater","GSF2238-Lennon-Plate1-hja2016_027_S17_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate1-hja2016_027_S17_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate1-hja2016_027_S17_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate1-hja2016_027_S17_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",63,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate1-hja2016_027_S17_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate1-hja2016_027_S17_L001_R2_001.fastq.gz",38090,32626,32195,31540,29586,29534
"hja2016_029","HJA2016_Plate1",2016,"Plate1","S18","192","192","Stream","planktonic streamwater","GSF2238-Lennon-Plate1-hja2016_029_S18_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate1-hja2016_029_S18_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate1-hja2016_029_S18_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate1-hja2016_029_S18_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",40,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate1-hja2016_029_S18_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate1-hja2016_029_S18_L001_R2_001.fastq.gz",12197,10367,10202,9907,9217,9217
"hja2016_030","HJA2016_Plate1",2016,"Plate1","S19","190","190","Stream","planktonic streamwater","GSF2238-Lennon-Plate1-hja2016_030_S19_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate1-hja2016_030_S19_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate1-hja2016_030_S19_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate1-hja2016_030_S19_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",39,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate1-hja2016_030_S19_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate1-hja2016_030_S19_L001_R2_001.fastq.gz",9723,7783,7705,7518,7171,7171
"hja2016_031","HJA2016_Plate2",2016,"Plate2","S20","161","161","Hyporheic","hyporheic water","GSF2238-Lennon-Plate2-hja2016_031_S20_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate2-hja2016_031_S20_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_031_S20_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_031_S20_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",92,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_031_S20_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_031_S20_L001_R2_001.fastq.gz",13592,12497,12472,12383,12209,12209
"hja2016_032","HJA2016_Plate2",2016,"Plate2","S21","54","54","Hyporheic","hyporheic water","GSF2238-Lennon-Plate2-hja2016_032_S21_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate2-hja2016_032_S21_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_032_S21_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_032_S21_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",70,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_032_S21_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_032_S21_L001_R2_001.fastq.gz",16742,14632,14535,14496,14275,14201
"hja2016_035","HJA2016_Plate2",2016,"Plate2","S22","192","192","Hyporheic","hyporheic water","GSF2238-Lennon-Plate2-hja2016_035_S22_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate2-hja2016_035_S22_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_035_S22_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_035_S22_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",102,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_035_S22_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_035_S22_L001_R2_001.fastq.gz",34407,32135,31975,31844,30927,30527
"hja2016_037","HJA2016_Plate2",2016,"Plate2","S23","43","43","Hyporheic","hyporheic water","GSF2238-Lennon-Plate2-hja2016_037_S23_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate2-hja2016_037_S23_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_037_S23_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_037_S23_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",64,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_037_S23_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_037_S23_L001_R2_001.fastq.gz",16782,14633,14541,14326,13985,13968
"hja2016_040","HJA2016_Plate2",2016,"Plate2","S24","190","190","Hyporheic","hyporheic water","GSF2238-Lennon-Plate2-hja2016_040_S24_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate2-hja2016_040_S24_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_040_S24_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_040_S24_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",101,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_040_S24_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_040_S24_L001_R2_001.fastq.gz",11244,9963,9921,9905,9824,9607
"hja2016_042","HJA2016_Plate2",2016,"Plate2","S25","165","165","Stream","planktonic streamwater","GSF2238-Lennon-Plate2-hja2016_042_S25_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate2-hja2016_042_S25_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_042_S25_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_042_S25_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",34,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_042_S25_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_042_S25_L001_R2_001.fastq.gz",14961,13436,13301,13245,12825,12819
"hja2016_043","HJA2016_Plate2",2016,"Plate2","S26","KC-2","KC-2","Hyporheic","hyporheic water","GSF2238-Lennon-Plate2-hja2016_043_S26_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate2-hja2016_043_S26_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_043_S26_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_043_S26_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",110,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_043_S26_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_043_S26_L001_R2_001.fastq.gz",22757,20770,20699,20639,20389,20270
"hja2016_044","HJA2016_Plate2",2016,"Plate2","S27","156","156","Stream","planktonic streamwater","GSF2238-Lennon-Plate2-hja2016_044_S27_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate2-hja2016_044_S27_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_044_S27_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_044_S27_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",28,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_044_S27_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_044_S27_L001_R2_001.fastq.gz",12054,10626,10576,10511,10329,10328
"hja2016_049","HJA2016_Plate2",2016,"Plate2","S29","67","67","Stream","planktonic streamwater","GSF2238-Lennon-Plate2-hja2016_049_S29_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate2-hja2016_049_S29_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_049_S29_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_049_S29_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",17,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_049_S29_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_049_S29_L001_R2_001.fastq.gz",18077,14259,14130,14111,13817,13815
"hja2016_050","HJA2016_Plate2",2016,"Plate2","S30","165","165","Hyporheic","hyporheic water","GSF2238-Lennon-Plate2-hja2016_050_S30_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate2-hja2016_050_S30_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_050_S30_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_050_S30_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",96,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_050_S30_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_050_S30_L001_R2_001.fastq.gz",56388,49578,49364,48984,48088,48004
"hja2016_052","HJA2016_Plate2",2016,"Plate2","S31","163","163","Hyporheic","hyporheic water","GSF2238-Lennon-Plate2-hja2016_052_S31_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate2-hja2016_052_S31_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_052_S31_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_052_S31_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",94,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_052_S31_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_052_S31_L001_R2_001.fastq.gz",70565,64184,63837,63596,61576,61105
"hja2016_056","HJA2016_Plate2",2016,"Plate2","S32","KC-1","KC-1","Hyporheic","hyporheic water","GSF2238-Lennon-Plate2-hja2016_056_S32_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate2-hja2016_056_S32_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_056_S32_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_056_S32_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",109,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_056_S32_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_056_S32_L001_R2_001.fastq.gz",57844,52615,52194,51896,49226,49037
