"sample_id","sample_year","run_id","plate","lane_sample","site_code_raw","site_code","sample_type_original","sample_type","forward_filename","reverse_filename","forward_path","reverse_path","include","is_control","control_type","metadata_source","metadata_row","mapping_status","normalization_note","biosample_accession","sra_run_accession","forward_file","reverse_file"
"hja2016_056",2016,"HJA2016_Plate2","Plate2","S32","KC-1","KC-1","Hyporheic","hyporheic water","GSF2238-Lennon-Plate2-hja2016_056_S32_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate2-hja2016_056_S32_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_056_S32_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_056_S32_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",109,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_056_S32_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_056_S32_L001_R2_001.fastq.gz"
"hja2016_057",2016,"HJA2016_Plate2","Plate2","S33","71","71","Hyporheic","hyporheic water","GSF2238-Lennon-Plate2-hja2016_057_S33_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate2-hja2016_057_S33_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_057_S33_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_057_S33_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",81,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_057_S33_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_057_S33_L001_R2_001.fastq.gz"
"hja2016_059",2016,"HJA2016_Plate2","Plate2","S34","KC-2","KC-2","Stream","planktonic streamwater","GSF2238-Lennon-Plate2-hja2016_059_S34_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate2-hja2016_059_S34_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_059_S34_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_059_S34_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",48,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_059_S34_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_059_S34_L001_R2_001.fastq.gz"
"hja2016_062",2016,"HJA2016_Plate2","Plate2","S35","WS3-3","WS3-3","Hyporheic","hyporheic water","GSF2238-Lennon-Plate2-hja2016_062_S35_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate2-hja2016_062_S35_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_062_S35_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_062_S35_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",122,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_062_S35_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_062_S35_L001_R2_001.fastq.gz"
"hja2016_064",2016,"HJA2016_Plate2","Plate2","S36","WS3-4","WS3-4","Stream","planktonic streamwater","GSF2238-Lennon-Plate2-hja2016_064_S36_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate2-hja2016_064_S36_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_064_S36_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_064_S36_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",61,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_064_S36_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_064_S36_L001_R2_001.fastq.gz"
"hja2016_065",2016,"HJA2016_Plate1","Plate1","S46","68","68","Hyporheic","hyporheic water","GSF2238-Lennon-Plate1-hja2016_065_S46_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate1-hja2016_065_S46_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate1-hja2016_065_S46_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate1-hja2016_065_S46_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",80,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate1-hja2016_065_S46_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate1-hja2016_065_S46_L001_R2_001.fastq.gz"
"hja2016_066",2016,"HJA2016_Plate1","Plate1","S47","49","49","Hyporheic","hyporheic water","GSF2238-Lennon-Plate1-hja2016_066_S47_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate1-hja2016_066_S47_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate1-hja2016_066_S47_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate1-hja2016_066_S47_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",67,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate1-hja2016_066_S47_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate1-hja2016_066_S47_L001_R2_001.fastq.gz"
"hja2016_070",2016,"HJA2016_Plate1","Plate1","S48","56","56","Hyporheic","hyporheic water","GSF2238-Lennon-Plate1-hja2016_070_S48_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate1-hja2016_070_S48_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate1-hja2016_070_S48_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate1-hja2016_070_S48_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",72,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate1-hja2016_070_S48_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate1-hja2016_070_S48_L001_R2_001.fastq.gz"
"hja2016_071",2016,"HJA2016_Plate1","Plate1","S49","164","164","Hyporheic","hyporheic water","GSF2238-Lennon-Plate1-hja2016_071_S49_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate1-hja2016_071_S49_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate1-hja2016_071_S49_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate1-hja2016_071_S49_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",95,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate1-hja2016_071_S49_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate1-hja2016_071_S49_L001_R2_001.fastq.gz"
"hja2016_075",2016,"HJA2016_Plate1","Plate1","S50","260","260","Hyporheic","hyporheic water","GSF2238-Lennon-Plate1-hja2016_075_S50_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate1-hja2016_075_S50_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate1-hja2016_075_S50_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate1-hja2016_075_S50_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",103,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate1-hja2016_075_S50_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate1-hja2016_075_S50_L001_R2_001.fastq.gz"
"hja2016_078",2016,"HJA2016_Plate1","Plate1","S51","CC-1","CC-1","Hyporheic","hyporheic water","GSF2238-Lennon-Plate1-hja2016_078_S51_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate1-hja2016_078_S51_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate1-hja2016_078_S51_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate1-hja2016_078_S51_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",105,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate1-hja2016_078_S51_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate1-hja2016_078_S51_L001_R2_001.fastq.gz"
"hja2016_079",2016,"HJA2016_Plate1","Plate1","S52","64","64","Hyporheic","hyporheic water","GSF2238-Lennon-Plate1-hja2016_079_S52_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate1-hja2016_079_S52_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate1-hja2016_079_S52_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate1-hja2016_079_S52_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",76,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate1-hja2016_079_S52_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate1-hja2016_079_S52_L001_R2_001.fastq.gz"
"hja2016_080",2016,"HJA2016_Plate1","Plate1","S53","360","360","Hyporheic","hyporheic water","GSF2238-Lennon-Plate1-hja2016_080_S53_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate1-hja2016_080_S53_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate1-hja2016_080_S53_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate1-hja2016_080_S53_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",104,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate1-hja2016_080_S53_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate1-hja2016_080_S53_L001_R2_001.fastq.gz"
"hja2016_081",2016,"HJA2016_Plate1","Plate1","S54","160","160","Hyporheic","hyporheic water","GSF2238-Lennon-Plate1-hja2016_081_S54_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate1-hja2016_081_S54_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate1-hja2016_081_S54_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate1-hja2016_081_S54_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",91,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate1-hja2016_081_S54_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate1-hja2016_081_S54_L001_R2_001.fastq.gz"
"hja2016_084",2016,"HJA2016_Plate1","Plate1","S55","177","177","Hyporheic","hyporheic water","GSF2238-Lennon-Plate1-hja2016_084_S55_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate1-hja2016_084_S55_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate1-hja2016_084_S55_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate1-hja2016_084_S55_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",99,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate1-hja2016_084_S55_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate1-hja2016_084_S55_L001_R2_001.fastq.gz"
"hja2016_099",2016,"HJA2016_Plate2","Plate2","S1","162","162","Stream","planktonic streamwater","GSF2238-Lennon-Plate2-hja2016_099_S1_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate2-hja2016_099_S1_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_099_S1_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_099_S1_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",31,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_099_S1_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_099_S1_L001_R2_001.fastq.gz"
"hja2016_100",2016,"HJA2016_Plate2","Plate2","S2","64","64","Stream","planktonic streamwater","GSF2238-Lennon-Plate2-hja2016_100_S2_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate2-hja2016_100_S2_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_100_S2_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_100_S2_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",14,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_100_S2_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_100_S2_L001_R2_001.fastq.gz"
"hja2016_101",2016,"HJA2016_Plate2","Plate2","S3","58","58","Stream","planktonic streamwater","GSF2238-Lennon-Plate2-hja2016_101_S3_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate2-hja2016_101_S3_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_101_S3_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_101_S3_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",12,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_101_S3_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_101_S3_L001_R2_001.fastq.gz"
"hja2016_102",2016,"HJA2016_Plate2","Plate2","S4","73","73","Hyporheic","hyporheic water","GSF2238-Lennon-Plate2-hja2016_102_S4_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate2-hja2016_102_S4_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_102_S4_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_102_S4_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",83,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_102_S4_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_102_S4_L001_R2_001.fastq.gz"
"hja2016_103",2016,"HJA2016_Plate2","Plate2","S5","260","260","Stream","planktonic streamwater","GSF2238-Lennon-Plate2-hja2016_103_S5_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate2-hja2016_103_S5_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_103_S5_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_103_S5_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",41,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_103_S5_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_103_S5_L001_R2_001.fastq.gz"
"hja2016_105",2016,"HJA2016_Plate2","Plate2","S6","178","178","Stream","planktonic streamwater","GSF2238-Lennon-Plate2-hja2016_105_S6_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate2-hja2016_105_S6_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_105_S6_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_105_S6_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",38,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_105_S6_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_105_S6_L001_R2_001.fastq.gz"
"hja2016_106",2016,"HJA2016_Plate2","Plate2","S7","170","170","Stream","planktonic streamwater","GSF2238-Lennon-Plate2-hja2016_106_S7_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate2-hja2016_106_S7_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_106_S7_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_106_S7_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",36,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_106_S7_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_106_S7_L001_R2_001.fastq.gz"
"hja2016_107",2016,"HJA2016_Plate2","Plate2","S8","57","57","Hyporheic","hyporheic water","GSF2238-Lennon-Plate2-hja2016_107_S8_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate2-hja2016_107_S8_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_107_S8_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_107_S8_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",73,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_107_S8_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_107_S8_L001_R2_001.fastq.gz"
"hja2016_109",2016,"HJA2016_Plate2","Plate2","S9","169","169","Stream","planktonic streamwater","GSF2238-Lennon-Plate2-hja2016_109_S9_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate2-hja2016_109_S9_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_109_S9_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_109_S9_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",35,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_109_S9_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_109_S9_L001_R2_001.fastq.gz"
"hja2016_110",2016,"HJA2016_Plate2","Plate2","S10","76","76","Hyporheic","hyporheic water","GSF2238-Lennon-Plate2-hja2016_110_S10_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate2-hja2016_110_S10_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_110_S10_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_110_S10_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",85,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_110_S10_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_110_S10_L001_R2_001.fastq.gz"
"hja2016_111",2016,"HJA2016_Plate2","Plate2","S11","160","160","Stream","planktonic streamwater","GSF2238-Lennon-Plate2-hja2016_111_S11_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate2-hja2016_111_S11_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_111_S11_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_111_S11_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",29,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_111_S11_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_111_S11_L001_R2_001.fastq.gz"
"hja2016_114",2016,"HJA2016_Plate2","Plate2","S60","WS1-5","WS1-5","Stream","planktonic streamwater","GSF2238-Lennon-Plate2-hja2016_114_S60_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate2-hja2016_114_S60_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_114_S60_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_114_S60_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",54,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_114_S60_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_114_S60_L001_R2_001.fastq.gz"
"hja2016_116",2016,"HJA2016_Plate2","Plate2","S13","53","53","Stream","planktonic streamwater","GSF2238-Lennon-Plate2-hja2016_116_S13_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate2-hja2016_116_S13_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_116_S13_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_116_S13_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",7,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_116_S13_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_116_S13_L001_R2_001.fastq.gz"
"hja2016_119",2016,"HJA2016_Plate2","Plate2","S14","56","56","Stream","planktonic streamwater","GSF2238-Lennon-Plate2-hja2016_119_S14_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate2-hja2016_119_S14_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_119_S14_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_119_S14_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",10,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_119_S14_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_119_S14_L001_R2_001.fastq.gz"
"hja2016_121",2016,"HJA2016_Plate2","Plate2","S15","84","84","Hyporheic","hyporheic water","GSF2238-Lennon-Plate2-hja2016_121_S15_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate2-hja2016_121_S15_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_121_S15_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_121_S15_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",88,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_121_S15_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_121_S15_L001_R2_001.fastq.gz"
"hja2016_122",2016,"HJA2016_Plate2","Plate2","S16","45","45","Sediment","stream sediment","GSF2238-Lennon-Plate2-hja2016_122_S16_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate2-hja2016_122_S16_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_122_S16_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_122_S16_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",127,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_122_S16_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_122_S16_L001_R2_001.fastq.gz"
"hja2016_123",2016,"HJA2016_Plate2","Plate2","S17","54","54","Sediment","stream sediment","GSF2238-Lennon-Plate2-hja2016_123_S17_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate2-hja2016_123_S17_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_123_S17_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_123_S17_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",132,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_123_S17_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_123_S17_L001_R2_001.fastq.gz"
"hja2016_125",2016,"HJA2016_Plate2","Plate2","S18","56","56","Sediment","stream sediment","GSF2238-Lennon-Plate2-hja2016_125_S18_L001_R1_001.fastq.gz","GSF2238-Lennon-Plate2-hja2016_125_S18_L001_R2_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_125_S18_L001_R1_001.fastq.gz","sequences/GSF2238-Lennon-Plate2-hja2016_125_S18_L001_R2_001.fastq.gz",TRUE,FALSE,,"data/hja-env_data_clean.csv",134,"MATCHED",,,,"/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_125_S18_L001_R1_001.fastq.gz","/mnt/scratch/wisnoskilab/GitHub/hja-synoptic/sequences/GSF2238-Lennon-Plate2-hja2016_125_S18_L001_R2_001.fastq.gz"
